Category,Description,Nutrient_Bank_Number,Alpha_Carotene,Beta_Carotene,Beta_Cryptoxanthin,Carbohydrate,Cholesterol,Choline,Fiber,Lutein_and_Zeaxanthin,Lycopene,Niacin,Protein,Retinol,Riboflavin,Selenium,Sugar_Total,Thiamin,Water,Fat_Monosaturated_Fat,Fat_Polysaturated_Fat,Fat_Saturated_Fat,Fat_Total_Lipid,Major_Minerals_Calcium,Major_Minerals_Copper,Major_Minerals_Iron,Major_Minerals_Magnesium,Major_Minerals_Phosphorus,Major_Minerals_Potassium,Major_Minerals_Sodium,Major_Minerals_Zinc,Vitamins_Vitamin_A__RAE,Vitamins_Vitamin_B12,Vitamins_Vitamin_B6,Vitamins_Vitamin_C,Vitamins_Vitamin_E,Vitamins_Vitamin_K
Egg omelet or scrambled egg,"Egg omelet or scrambled egg, no added fat",32130070,0,0,9,0.72,371,234.3,0,501,0,0.067,12.52,160,0.433,30.6,0.37,0.032,75.92,3.647,1.905,3.117,9.48,56,0.072,1.74,12,197,138,257,1.29,160,0.71,0.161,0,1.05,0.3
Crackers,"Crackers, butter, reduced sodium",54200100,0,0,0,68.6,0,27.2,10.5,179,0,4.519,8.8,0,0.1,14.7,0.37,0.201,2.7,5.88,6.596,3.393,17.2,50,0.444,3.08,99,295,297,186,2.15,0,0,0.183,0,0.86,8.3
Crackers,"Crackers, wheat, reduced sodium",54204020,0,0,0,68.6,0,27.2,10.5,179,0,4.519,8.8,0,0.1,14.7,0.37,0.201,2.7,5.88,6.596,3.393,17.2,50,0.444,3.08,99,295,297,186,2.15,0,0,0.183,0,0.86,8.3
Crackers,"Crackers, woven wheat, reduced sodium",54204030,0,0,0,68.6,0,27.2,10.5,179,0,4.519,8.8,0,0.1,14.7,0.37,0.201,2.7,5.88,6.596,3.393,17.2,50,0.444,3.08,99,295,297,186,2.15,0,0,0.183,0,0.86,8.3
Crackers,"Crackers, rice and nuts",54319005,0,0,0,77.41,0,34.6,0.8,0,0,5.357,10.78,0,0.184,23.5,0.37,0.406,0.29,5.404,2.595,0.346,8.85,21,0.36,0.29,164,368,278,360,2.27,0,0,0.519,0,3.01,2.2
Popcorn,"Popcorn, movie theater, unbuttered",54403006,32,48,0,39.87,0,11.1,6.9,746,0,1.064,6.18,0,0.096,5,0.37,0.089,1.95,7.36,9.705,28.908,48.7,8,0.152,1.95,74,172,155,762,1.82,5,0,0.144,0.2,1.69,3.1
Cheese,"Cheese, Gruyere",14105200,0,33,0,0.36,110,15.4,0,0,0,0.106,29.81,268,0.279,14.5,0.36,0.06,33.19,10.043,1.733,18.913,32.34,1011,0.032,0.17,36,605,81,714,3.9,271,1.6,0.081,0,0.28,2.7
Egg,"Egg, whole, fried with cooking spray",31105080,0,0,9,0.92,367,232,0,497,0,0.067,12.4,158,0.429,30.3,0.36,0.032,75.18,4.103,2.105,3.135,10.16,55,0.071,1.73,12,195,136,255,1.27,158,0.7,0.159,0,1.04,0.3
Egg omelet or scrambled egg,"Egg omelet or scrambled egg, made with cooking spray",32130060,0,0,9,0.92,367,232,0,497,0,0.067,12.4,158,0.429,30.3,0.36,0.032,75.18,4.103,2.105,3.135,10.16,55,0.071,1.73,12,195,136,255,1.27,158,0.7,0.159,0,1.04,0.3
Egg,"Egg, whole, cooked, NS as to cooking method",31102000,0,0,9,0.69,355,224.4,0,480,0,0.065,11.99,153,0.415,29.3,0.35,0.031,72.7,5.313,3.616,3.579,13.43,54,0.069,1.68,11,189,132,208,1.23,153,0.68,0.155,0,1.51,5.4
Egg,"Egg, whole, fried, NS as to fat",31105005,0,11,8,0.68,351,219.6,0,469,0,0.064,11.72,172,0.406,28.6,0.35,0.03,71.71,5.503,3.522,4.533,14.56,53,0.067,1.64,11,185,129,262,1.2,173,0.67,0.187,0,1.64,5.6
Egg,"Egg, whole, fried with butter",31105040,0,10,8,0.68,361,220.3,0,469,0,0.066,11.76,193,0.407,28.7,0.35,0.03,72.03,4.78,1.98,6.264,14.15,54,0.067,1.63,11,186,130,282,1.21,194,0.68,0.151,0,1.13,0.7
Egg,"Egg, whole, fried, NS as to fat type",31105085,0,11,8,0.68,351,219.6,0,469,0,0.064,11.72,172,0.406,28.6,0.35,0.03,71.71,5.503,3.522,4.533,14.56,53,0.067,1.64,11,185,129,262,1.2,173,0.67,0.187,0,1.64,5.6
Egg,"Egg, whole, baked, NS as to fat",31106000,0,11,8,0.68,351,219.6,0,469,0,0.064,11.72,172,0.406,28.6,0.35,0.03,71.71,5.503,3.522,4.533,14.56,53,0.067,1.64,11,185,129,262,1.2,173,0.67,0.187,0,1.64,5.6
Egg,"Egg, whole, baked, fat added",31106020,0,11,8,0.68,351,219.6,0,469,0,0.064,11.72,172,0.406,28.6,0.35,0.03,71.71,5.503,3.522,4.533,14.56,53,0.067,1.64,11,185,129,262,1.2,173,0.67,0.187,0,1.64,5.6
Egg omelet or scrambled egg,"Egg omelet or scrambled egg, NS as to fat",32129990,0,11,8,0.68,351,219.6,0,469,0,0.064,11.72,172,0.406,28.6,0.35,0.03,71.71,5.503,3.522,4.533,14.56,53,0.067,1.64,11,185,129,262,1.2,173,0.67,0.187,0,1.64,5.6
Egg omelet or scrambled egg,"Egg omelet or scrambled egg, made with butter",32130020,0,10,8,0.68,361,220.3,0,469,0,0.066,11.76,193,0.407,28.7,0.35,0.03,72.03,4.78,1.98,6.264,14.15,54,0.067,1.63,11,186,130,282,1.21,194,0.68,0.151,0,1.13,0.7
Egg omelet or scrambled egg,"Egg omelet or scrambled egg, NS as to fat type",32130065,0,11,8,0.68,351,219.6,0,469,0,0.064,11.72,172,0.406,28.6,0.35,0.03,71.71,5.503,3.522,4.533,14.56,53,0.067,1.64,11,185,129,262,1.2,173,0.67,0.187,0,1.64,5.6
Egg,"Egg, whole, fried with margarine",31105020,0,40,8,0.72,347,219.8,0,469,0,0.064,11.72,199,0.407,28.6,0.34,0.03,73.08,4.99,3.473,3.752,13.11,53,0.067,1.63,11,185,130,286,1.2,203,0.66,0.334,0,2.16,6.8
Egg,"Egg, whole, fried with oil",31105030,0,0,8,0.67,347,219.1,0,469,0,0.063,11.7,149,0.405,28.6,0.34,0.03,70.97,6.141,4.468,3.806,15.39,52,0.067,1.64,11,185,129,241,1.2,149,0.66,0.151,0,1.74,8
Egg,"Egg, whole, fried with animal fat or meat drippings",31105060,0,0,8,0.67,353,222.5,0,469,0,0.084,11.85,149,0.405,28.7,0.34,0.03,71.22,6.1,2.437,5.234,14.88,53,0.068,1.65,11,185,130,280,1.22,149,0.68,0.152,0,1.02,0.3
Egg,"Egg, whole, fried, from fast food / restaurant",31105090,0,0,8,0.67,347,219.1,0,469,0,0.063,11.7,149,0.405,28.6,0.34,0.03,70.97,6.141,4.468,3.806,15.39,52,0.067,1.64,11,185,129,241,1.2,149,0.66,0.151,0,1.74,8
Egg omelet or scrambled egg,"Egg omelet or scrambled egg, made with margarine",32130000,0,40,8,0.72,347,219.8,0,469,0,0.064,11.72,199,0.407,28.6,0.34,0.03,73.08,4.99,3.473,3.752,13.11,53,0.067,1.63,11,185,130,286,1.2,203,0.66,0.334,0,2.16,6.8
Egg omelet or scrambled egg,"Egg omelet or scrambled egg, made with oil",32130010,0,0,8,0.67,347,219.1,0,469,0,0.063,11.7,149,0.405,28.6,0.34,0.03,70.97,6.141,4.468,3.806,15.39,52,0.067,1.64,11,185,129,241,1.2,149,0.66,0.151,0,1.74,8
Egg omelet or scrambled egg,"Egg omelet or scrambled egg, made with animal fat or meat drippings",32130040,0,0,8,0.67,353,222.5,0,469,0,0.084,11.85,149,0.405,28.7,0.34,0.03,71.22,6.1,2.437,5.234,14.88,53,0.068,1.65,11,185,130,280,1.22,149,0.68,0.152,0,1.02,0.3
Egg omelet or scrambled egg,"Egg omelet or scrambled egg, from fast food / restaurant",32130080,0,0,8,0.67,347,219.1,0,469,0,0.063,11.7,149,0.405,28.6,0.34,0.03,70.97,6.141,4.468,3.806,15.39,52,0.067,1.64,11,185,129,241,1.2,149,0.66,0.151,0,1.74,8
Black beans,"Black beans, from canned, no added fat",41102080,0,0,0,24.34,0,34.1,10.1,0,0,0.866,8.87,0,0.168,1.9,0.34,0.196,64.18,0.037,0.184,0.11,0.43,51,0.282,2.79,51,159,453,348,0.79,0,0,0.077,3.8,0.91,3.4
Potato chips,"Potato chips, lightly salted",71202500,0,0,0,53.43,0,12.1,4.2,0,0,5.465,6.71,0,0.173,7.8,0.34,0.158,1.35,14.908,12.391,5.479,35.32,24,0.298,1.43,62,148,1301,264,1.51,0,0,0.65,27.2,7.7,22.1
Potato chips,"Potato chips, restructured, lightly salted",71202510,0,0,0,53.43,0,12.1,4.2,0,0,5.465,6.71,0,0.173,7.8,0.34,0.158,1.35,14.908,12.391,5.479,35.32,24,0.298,1.43,62,148,1301,264,1.51,0,0,0.65,27.2,7.7,22.1
Cheese,"Cheese, Cheddar",14104100,0,0,0,2.44,100,16.5,0,0,0,0.052,23.3,316,0.441,28.3,0.33,0.029,36.6,7.44,1.18,19.2,34,707,0.033,0.16,27,458,77,654,3.67,316,1.06,0.069,0,0.75,2.4
Black beans,"Black beans, from canned, fat added",41102040,0,0,0,23.43,0,32.9,9.8,0,0,0.834,8.54,0,0.161,1.8,0.33,0.188,60.01,2.341,2.444,0.859,5.92,50,0.272,2.7,50,153,436,335,0.76,0,0,0.074,3.6,1.52,9.7
Black beans,"Black beans, from canned, reduced sodium",41102110,0,0,0,23.43,0,32.9,9.8,0,0,0.834,8.54,0,0.161,1.8,0.33,0.188,60.01,2.341,2.444,0.859,5.92,50,0.272,2.7,50,153,436,195,0.76,0,0,0.074,3.6,1.52,9.7
Potato chips,"Potato chips, NFS",71200010,0,0,0,53.83,0,12.1,3.1,0,0,4.762,6.39,0,0.088,2.5,0.33,0.213,1.86,18.963,8.282,3.4,33.98,21,0.234,1.28,63,153,1196,527,1.09,0,0,0.531,21.6,10.45,22.1
Potato chips,"Potato chips, plain",71200100,0,0,0,53.83,0,12.1,3.1,0,0,4.762,6.39,0,0.088,2.5,0.33,0.213,1.86,18.963,8.282,3.4,33.98,21,0.234,1.28,63,153,1196,527,1.09,0,0,0.531,21.6,10.45,22.1
Potato chips,"Potato chips, ruffled, plain",71200200,0,0,0,53.83,0,12.1,3.1,0,0,4.762,6.39,0,0.088,2.5,0.33,0.213,1.86,18.963,8.282,3.4,33.98,21,0.234,1.28,63,153,1196,527,1.09,0,0,0.531,21.6,10.45,22.1
Peruvian beans,"Peruvian beans, from dried",41106510,0,0,0,23.49,0,32.7,9.7,0,0,0.625,8.51,0,0.091,1.2,0.32,0.165,58.53,2.812,3.113,1.149,7.51,58,0.173,2.32,69,170,302,220,0.98,0,0,0.114,1.6,1.64,10.9
Mustard greens,"Mustard greens, frozen, cooked, no added fat",72122212,0,4233,0,3.1,0,0.3,2.8,6652,0,0.257,2.26,0,0.053,0.6,0.32,0.04,93.52,0.113,0.047,0.013,0.25,101,0.058,1.12,13,24,139,141,0.2,353,0,0.108,13.8,1.35,334.1
Mustard greens,"Mustard greens, frozen, cooked, fat added",72122222,0,4115,0,3.02,2,0.5,2.7,6459,0,0.25,2.21,10,0.052,0.6,0.31,0.039,91.13,1.041,0.821,0.733,2.78,98,0.056,1.09,13,24,135,146,0.19,353,0,0.121,13.4,1.6,326.7
Lemon-butter sauce,Lemon-butter sauce,81301020,0,142,0,0.74,194,17.4,0,2,0,0.047,0.8,604,0.032,0.9,0.31,0.007,23.78,18.92,2.741,46.235,73.02,22,0.002,0.03,2,22,32,579,0.09,616,0.15,0.007,3.9,2.1,6.3
Popcorn,"Popcorn, NFS",54403001,5,53,100,55.99,0,15.4,10.1,1070,0,1.522,8.69,0,0.06,7.1,0.3,0.042,1.04,11.391,3.759,14.785,31.07,23,0.201,2,105,258,431,763,2.25,9,0,0.295,0,2.87,4.2
Popcorn,"Popcorn, microwave, NFS",54403051,5,53,100,55.99,0,15.4,10.1,1070,0,1.522,8.69,0,0.06,7.1,0.3,0.042,1.04,11.391,3.759,14.785,31.07,23,0.201,2,105,258,431,763,2.25,9,0,0.295,0,2.87,4.2
Popcorn,"Popcorn, microwave, plain",54403052,5,53,100,55.99,0,15.4,10.1,1070,0,1.522,8.69,0,0.06,7.1,0.3,0.042,1.04,11.391,3.759,14.785,31.07,23,0.201,2,105,258,431,763,2.25,9,0,0.295,0,2.87,4.2
Popcorn,"Popcorn, microwave, butter flavored",54403056,5,53,100,55.99,0,15.4,10.1,1070,0,1.522,8.69,0,0.06,7.1,0.3,0.042,1.04,11.391,3.759,14.785,31.07,23,0.201,2,105,258,431,763,2.25,9,0,0.295,0,2.87,4.2
Popcorn,"Popcorn, microwave, cheese flavored",54403058,5,53,100,55.77,0,15.3,10.1,1066,0,1.516,8.65,0,0.06,7.1,0.3,0.042,1.04,11.346,3.744,14.726,30.95,23,0.2,1.99,105,257,429,914,2.24,9,0,0.294,0,2.86,4.2
Popcorn,"Popcorn, microwave, other flavored",54403062,5,53,100,55.77,0,15.3,10.1,1066,0,1.516,8.65,0,0.06,7.1,0.3,0.042,1.04,11.346,3.744,14.726,30.95,23,0.2,1.99,105,257,429,914,2.24,9,0,0.294,0,2.86,4.2
Basil,"Basil, raw",75109400,0,3142,46,2.65,0,11.4,1.6,5650,0,0.902,3.15,0,0.076,0.3,0.3,0.034,92.06,0.088,0.389,0.041,0.64,177,0.385,3.17,64,56,295,4,0.81,264,0,0.155,18,0.8,414.8
Popcorn,"Popcorn, movie theater, with added butter",54403005,25,77,0,31.65,52,13.3,5.4,592,0,0.845,4.96,167,0.077,4,0.29,0.071,1.6,11.656,8.451,35.476,58.78,8,0.121,1.55,59,137,124,756,1.45,174,0,0.115,0.2,1.91,4.2
Corn chips,"Corn chips, plain",54401021,2,20,41,56.82,0,12,4,523,0,0.835,6.12,0,0.077,7.5,0.27,0.047,1.06,9.062,16.308,4.297,33.1,137,0.1,1.19,71,192,143,817,1.28,3,0,0.166,0,7.17,6.2
Corn chips,"Corn chips, flavored",54401026,2,20,41,56.7,0,12,4,522,0,0.834,6.11,0,0.077,7.5,0.27,0.047,1.06,9.317,16.817,4.416,34.02,137,0.1,1.19,71,192,143,509,1.28,3,0,0.165,0,7.3,6.3
Corn chips,"Corn chips, plain (Fritos)",54401031,2,20,41,57.27,0,12.1,4,527,0,0.842,6.17,0,0.078,7.6,0.27,0.047,1.07,9.134,16.438,4.331,33.36,138,0.101,1.2,72,194,144,514,1.29,3,0,0.167,0,7.23,6.3
Corn chips,"Corn chips, flavored (Fritos)",54401035,2,20,41,56.98,0,12,4,524,0,0.838,6.14,0,0.078,7.6,0.27,0.047,1.07,9.089,16.356,4.309,33.19,138,0.1,1.19,72,193,143,704,1.28,3,0,0.166,0,7.19,6.3
Cheese,"Cheese, Cheddar, reduced fat",14104110,0,28,1,2.67,76,15.4,0,4,0,0.145,27.35,142,0.397,35.8,0.26,0.021,44.29,5.304,0.893,12.602,20.41,761,0.043,0.12,27,520,63,628,4.44,145,1.41,0.084,0,0.48,1.5
Pepperoni,"Pepperoni, reduced fat",25221255,0,0,0,0.72,108,72.6,0,0,0,6.105,21.07,11,0.196,33.6,0.26,0.386,41.19,14.717,4.895,11.418,31.65,24,0.096,1.36,20,192,363,1756,2.67,11,1.15,0.441,0,0.64,0
Salami,"Salami, NFS",25221500,0,0,0,0.72,108,72.6,0,0,0,6.105,21.07,11,0.196,33.6,0.26,0.386,41.19,14.717,4.895,11.418,31.65,24,0.096,1.36,20,192,363,1756,2.67,11,1.15,0.441,0,0.64,0
Crackers,"Crackers, wonton",54336100,0,1,0,51.9,0,8.1,1.9,54,0,2.52,10.33,0,0.112,32.1,0.25,0.195,4.93,7.617,16.949,4.931,31.72,21,0.122,1.76,21,87,89,378,0.63,0,0,0.027,0,3.29,6.3
Noodles,"Noodles, chow mein",56116000,0,1,0,51.9,0,8.1,1.9,54,0,2.52,10.33,0,0.112,32.1,0.25,0.195,4.93,7.617,16.949,4.931,31.72,21,0.122,1.76,21,87,89,378,0.63,0,0,0.027,0,3.29,6.3
Wheat flour fritter,"Wheat flour fritter, without syrup",53420310,0,138,4,19.5,149,105.1,0.7,205,0,1.361,7.64,238,0.293,20.7,0.22,0.167,30.61,18.077,11.684,9.451,41.23,28,0.069,1.88,11,107,86,230,0.69,250,0.32,0.077,0,3.63,31.3
Potato chips,"Potato chips, reduced fat",71201050,0,0,0,67.13,0,52.5,6,0,0,6.931,7.03,0,0.267,8,0.22,0.208,0.99,4.752,10.832,4.119,20.59,21,0.345,1.34,88,191,1727,391,1,0,0,0.663,25.4,5.42,13.2
Potato chips,"Potato chips, fat free",71201060,0,0,0,67.13,0,52.5,6,0,0,6.931,7.03,0,0.267,8,0.22,0.208,0.99,4.752,10.832,4.119,20.59,21,0.345,1.34,88,191,1727,391,1,0,0,0.663,25.4,5.42,13.2
Potato chips,"Potato chips, reduced fat, unsalted",71202100,0,0,0,67.8,0,53,6.1,0,0,7,7.1,0,0.27,8.1,0.22,0.21,1,4.8,10.94,4.16,20.8,21,0.348,1.35,89,193,1744,8,1.01,0,0,0.67,25.7,5.47,13.3
Potato sticks,"Potato sticks, plain",71205020,0,0,0,53.3,0,34.9,3.4,0,0,4.785,6.7,0,0.116,8.1,0.22,0.096,2.2,6.16,17.9,8.88,34.4,18,0.315,2.27,64,172,1237,633,0.99,0,0,0.32,47.3,9.11,22.1
Potato sticks,"Potato sticks, flavored",71205030,0,0,0,52.77,0,34.6,3.4,0,0,4.738,6.63,0,0.115,8,0.22,0.095,2.18,6.099,17.723,8.792,34.06,18,0.312,2.25,63,170,1225,1010,0.98,0,0,0.317,46.8,9.02,21.9
Potato sticks,"Potato sticks, fry shaped",71205040,0,0,0,52.77,0,34.6,3.4,0,0,4.738,6.63,0,0.115,8,0.22,0.095,2.18,6.099,17.723,8.792,34.06,18,0.312,2.25,63,170,1225,1010,0.98,0,0,0.317,46.8,9.02,21.9
Escarole,"Escarole, cooked",72116220,0,1102,0,2.98,2,15.1,2.7,0,0,0.302,1.12,10,0.06,0.2,0.22,0.057,91.61,0.936,0.854,0.762,2.71,45,0.084,0.7,13,22,238,140,0.67,102,0,0.032,3.2,0.68,207.5
Watercress,"Watercress, cooked",72130201,0,1898,0,1.35,2,9.6,0.5,5703,0,0.198,2.4,11,0.119,0.9,0.21,0.084,91.83,1.011,0.87,0.803,2.83,125,0.08,0.21,22,63,344,174,0.12,170,0,0.145,31.3,1.36,262.8
Watercress,"Watercress, raw",72130100,0,1914,0,1.29,0,9,0.5,5767,0,0.2,2.3,0,0.12,0.9,0.2,0.09,95.11,0.008,0.035,0.027,0.1,120,0.077,0.2,21,60,330,41,0.11,160,0,0.129,43,1,250
Potato chips,"Potato chips, unsalted",71202000,0,0,0,59.66,0,46.7,5.4,0,0,6.16,6.25,0,0.238,7.1,0.19,0.185,0.88,7.533,16.188,5.215,30.3,18,0.306,1.19,78,170,1535,7,0.89,0,0,0.59,22.6,6.53,11.9
Olive tapenade,Olive tapenade,75510050,0,168,3,4.17,0,9.5,1.8,408,0,0.09,0.73,0,0.002,0.7,0.16,0.008,62.58,21.812,2.811,4.51,30.05,60,0.162,3.4,5,3,17,835,0.12,14,0,0.014,0.4,4.84,13.2
Garlic sauce,Garlic sauce,81301000,0,143,0,3.36,194,19.2,0.2,2,0,0.108,1.4,604,0.042,2.3,0.15,0.024,20.41,18.92,2.764,46.24,73.05,40,0.03,0.19,4,37,62,580,0.2,616,0.15,0.126,3.1,2.1,6.5
Cheese,"Cheese, goat",14104700,0,77,0,0.12,79,15.4,0,0,0,1.148,21.58,401,0.676,3.8,0.12,0.072,45.52,6.808,0.709,20.639,29.84,298,0.564,1.62,29,375,158,415,0.66,407,0.22,0.06,0,0.26,2.5
Buffalo sauce,Buffalo sauce,74406060,58,864,64,0.75,0,0,0.6,9,0,0.167,1.21,0,0.079,0.5,0.12,0.03,89.48,0.057,0.377,0.1,0.71,14,0.07,1.09,11,22,120,2917,0.15,77,0,0.145,4.2,0.01,0.2
Cheese,"Cheese, Parmesan, dry grated",14108010,0,0,0,12.4,87,14.1,0,0,0,0.078,29.6,228,0.345,35,0.07,0.027,22.8,6.4,1.2,15.5,28,884,0.04,0.45,35,634,184,1750,4.33,228,1.35,0.081,0,0.51,1.7
Cheese,"Cheese, Parmesan, hard",14108020,0,0,0,12.4,87,14.1,0,0,0,0.078,29.6,228,0.345,35,0.07,0.027,22.8,6.4,1.2,15.5,28,884,0.04,0.45,35,634,184,1750,4.33,228,1.35,0.081,0,0.51,1.7
Eel,"Eel, cooked, NS as to cooking method",26113110,0,0,1,9.34,147,82.5,0.3,51,0,3.724,18.67,794,0.131,12.8,0.07,0.187,49.72,10.369,4.696,3.598,20.09,25,0.045,1.19,21,222,266,284,1.63,794,2.05,0.074,1.3,4.66,10.5
Butter,"Butter, NFS",81100500,0,158,0,0.06,215,18.8,0,0,0,0.042,0.85,671,0.034,1,0.06,0.005,16.17,21.021,3.043,51.368,81.11,24,0,0.02,2,24,24,643,0.09,684,0.17,0.003,0,2.32,7
Butter,"Butter, stick",81101000,0,158,0,0.06,215,18.8,0,0,0,0.042,0.85,671,0.034,1,0.06,0.005,16.17,21.021,3.043,51.368,81.11,24,0,0.02,2,24,24,643,0.09,684,0.17,0.003,0,2.32,7
Butter,"Butter, tub",81101010,1,135,6,0,225,18.8,0,13,0,0.022,0.49,671,0.064,0,0.06,0.007,16.72,19.874,3.331,45.39,78.3,23,0.01,0.05,1,24,41,583,0.05,683,0.07,0.008,0,1.37,4.6
Butter-oil blend,"Butter-oil blend, NFS",81104490,1,135,6,0,225,18.8,0,13,0,0.022,0.49,671,0.064,0,0.06,0.007,16.72,19.874,3.331,45.39,78.3,23,0.01,0.05,1,24,41,583,0.05,683,0.07,0.008,0,1.37,4.6
Butter-oil blend,"Butter-oil blend, stick",81104500,0,158,0,0.06,215,18.8,0,0,0,0.042,0.85,671,0.034,1,0.06,0.005,16.17,21.021,3.043,51.368,81.11,24,0,0.02,2,24,24,643,0.09,684,0.17,0.003,0,2.32,7
Butter-oil blend,"Butter-oil blend, tub",81104510,1,135,6,0,225,18.8,0,13,0,0.022,0.49,671,0.064,0,0.06,0.007,16.72,19.874,3.331,45.39,78.3,23,0.01,0.05,1,24,41,583,0.05,683,0.07,0.008,0,1.37,4.6
Carp,"Carp, baked or broiled, no added fat",26105121,0,0,0,0.1,83,81.9,0,0,0,2.067,22.46,10,0.069,15.9,0.04,0.138,69.23,2.932,1.802,1.364,7.06,52,0.072,1.56,37,523,421,384,1.86,10,1.64,0.216,2.1,0.8,0.1
Herring,"Herring, cooked, NS as to cooking method",26119110,0,0,0,0.1,73,79.5,0,0,0,3.933,21.96,29,0.285,44.6,0.04,0.107,61.15,6.147,4.161,3.01,14.83,70,0.113,1.35,39,289,401,423,1.21,29,14.2,0.333,1.2,1.75,4.6
Herring,"Herring, baked or broiled, fat added",26119120,0,0,0,0.1,73,79.5,0,0,0,3.933,21.96,29,0.285,44.6,0.04,0.107,61.15,6.147,4.161,3.01,14.83,70,0.113,1.35,39,289,401,423,1.21,29,14.2,0.333,1.2,1.75,4.6
Herring,"Herring, baked or broiled, no added fat",26119121,0,0,0,0.1,76,81.9,0,0,0,4.053,22.62,30,0.294,46,0.04,0.11,63.86,4.705,2.687,2.57,11.39,72,0.116,1.39,40,297,413,436,1.25,30,14.63,0.343,1.2,1.35,0.1
Tuna,"Tuna, fresh, cooked, NS as to cooking method",26153110,0,0,0,0.1,48,79.5,0,0,0,21.454,29.83,20,0.134,110.7,0.04,0.13,63.57,1.722,1.734,0.727,4.38,5,0.044,0.95,43,340,541,368,0.45,20,2.29,1.027,0.5,0.74,4.6
Tuna,"Tuna, fresh, baked or broiled, fat added",26153120,0,0,0,0.1,48,79.5,0,0,0,21.454,29.83,20,0.134,110.7,0.04,0.13,63.57,1.722,1.734,0.727,4.38,5,0.044,0.95,43,340,541,368,0.45,20,2.29,1.027,0.5,0.74,4.6
Tuna,"Tuna, fresh, baked or broiled, no added fat",26153122,0,0,0,0.1,49,81.9,0,0,0,22.105,30.73,20,0.138,114.1,0.04,0.134,66.35,0.146,0.185,0.217,0.62,6,0.046,0.97,44,350,557,379,0.47,20,2.36,1.058,0.5,0.3,0.1
Roe,"Roe, shad, cooked",26207110,0,0,0,1.93,457,410,0,223,0,2.201,27.29,94,0.905,49.3,0.04,0.279,55.87,3.61,4.801,2.296,11.62,27,0.122,0.74,25,491,272,424,1.22,94,10.39,0.177,16.2,9,4.7
Squid,"Squid, baked or broiled, no added fat",26213121,0,0,0,3.88,286,79.9,0,0,0,2.538,19.14,10,0.405,55,0.04,0.022,72.74,0.131,0.644,0.44,1.7,40,2.322,0.84,41,271,304,368,1.88,10,1.52,0.066,6,1.48,0
Clams,"Clams, baked or broiled, no added fat",26303121,0,0,0,4.48,37,79.9,0,0,0,0.409,18.02,94,0.039,37.6,0.04,0.017,73.27,0.147,0.236,0.23,1.18,48,0.065,1.99,23,243,58,383,0.63,94,13.16,0.012,0.5,0.84,0.2
Lobster,"Lobster, baked or broiled, no added fat",26311121,0,0,0,0.1,156,86.4,0,0,0,1.857,20.29,1,0.014,78.1,0.04,0.022,75.69,0.27,0.364,0.223,0.92,104,1.657,0.32,47,198,247,834,4.34,1,1.46,0.122,0.5,1.07,0
Table fat,"Table fat, NFS",81100000,0,339,0,0.36,129,15.6,0,0,0,0.032,0.58,710,0.032,0.6,0.04,0.006,22.63,22.305,12.199,35.966,74.68,21,0,0.02,2,20,25,663,0.05,738,0.11,1.128,0,8.63,43.9
Fried pork chunks,"Fried pork chunks, Puerto Rican style",22402510,0,1,0,0.86,109,94.9,0.1,3,0,10.45,35.33,1,0.305,54.3,0.03,0.766,49.5,4.874,1.441,4.004,11.35,15,0.096,0.74,41,336,529,489,2.56,1,0.78,0.797,0.5,0.23,0.8
Squid,"Squid, baked or broiled, fat added",26213120,0,0,0,3.76,278,77.5,0,0,0,2.464,18.57,10,0.393,53.4,0.03,0.022,69.87,1.668,2.14,0.93,5.33,39,2.254,0.82,39,263,295,358,1.82,10,1.47,0.064,5.8,1.86,4.3
Clams,"Clams, cooked, NS as to cooking method",26303110,0,0,0,4.35,36,77.5,0,0,0,0.397,17.49,91,0.038,36.5,0.03,0.016,70.38,1.684,1.744,0.726,4.83,47,0.063,1.94,23,236,56,372,0.61,91,12.77,0.012,0.5,1.24,4.6
Clams,"Clams, baked or broiled, fat added",26303120,0,0,0,4.35,36,77.5,0,0,0,0.397,17.49,91,0.038,36.5,0.03,0.016,70.38,1.684,1.744,0.726,4.83,47,0.063,1.94,23,236,56,372,0.61,91,12.77,0.012,0.5,1.24,4.6
Lobster,"Lobster, baked or broiled, fat added",26311120,0,0,0,0.09,151,83.9,0,0,0,1.802,19.69,1,0.014,75.8,0.03,0.022,72.73,1.803,1.868,0.719,4.58,101,1.608,0.32,45,192,240,809,4.21,1,1.42,0.118,0.5,1.47,4.3
Snails,"Snails, cooked, NS as to cooking method",26321110,0,0,0,2.48,60,77.5,0,0,0,1.586,19.19,30,0.115,32.7,0.03,0.011,70.64,1.849,1.816,0.934,5.35,12,0.477,4.18,298,324,457,388,1.19,30,0.57,0.148,0.5,6.39,4.5
Chicken liver,"Chicken liver, fried",25110450,9,48,9,6.41,392,199.5,0.2,1,34,9.231,19.98,2803,1.851,64.5,0.02,0.286,62.74,2.703,2.385,2.562,8.66,11,0.57,10.04,20,312,230,443,3.08,2809,15.07,0.584,16.3,0.99,1.7
Tongue pot roast,"Tongue pot roast, Puerto Rican style",25160130,0,3,0,0.34,144,168.7,0.1,5,0,3.43,21.03,0,0.322,14.4,0.02,0.021,49.82,11.557,0.898,8.947,25.04,16,0.176,2.94,18,159,206,1245,4.47,0,2.55,0.102,1.3,0.48,3.4
